run_id,timestamp,stage,scenario,status,description,master_file,run_folder,mat_file,json_file,csv_folder,details_json
ped_healthy_8yo_20260521_2106,2026-05-21 21:06:15,healthy_validation,Healthy_Pediatric_8yo,complete,Healthy 8-year-old pediatric scaling validation with ASD fully closed.,C:\Users\Diniya\skripsiASDPreOp\results\master\ASD_Pre_Model_Master.xlsx,C:\Users\Diniya\skripsiASDPreOp\results\runs\ped_healthy_8yo_20260521_2106_20260521_210615,C:\Users\Diniya\skripsiASDPreOp\results\runs\ped_healthy_8yo_20260521_2106_20260521_210615\run_payload.mat,C:\Users\Diniya\skripsiASDPreOp\results\runs\ped_healthy_8yo_20260521_2106_20260521_210615\run_manifest.json,C:\Users\Diniya\skripsiASDPreOp\results\runs\ped_healthy_8yo_20260521_2106_20260521_210615\csv,
